Id,DateCreated,UserId,SendAmount,SendCurrencyId,ReceiveAmount,ReceiveCurrencyId,Narration,ExchangeRate,BaseAmount
1930247,2024-02-07,b555-4d1c-a67,170,CAD,187850,NGN,Goods and Services,1105,170
1930249,2024-02-07,9a5c-465a-90e,32,CAD,35360,NGN,Other Personal Services,1105,32
1930251,2024-02-07,0ab6-4a99-96f,15,CAD,16575,NGN,Goods and Services by Travellers,1105,15
1930252,2024-02-07,62e8-4173-ac9,1000,CAD,1105000,NGN,Health-Related,1105,1000
1930253,2024-02-07,57e9-46b2-837,1200,CAD,1326000,NGN,Goods and Services,1105,1200
1930256,2024-02-07,0191-4f5f-bbb,68,CAD,75140,NGN,Other Personal Services,1105,68
1930261,2024-02-07,4701-4a14-955,46,CAD,50830,NGN,Grants and Gifts,1105,46
1930262,2024-02-07,7a9c-464f-b98,13,CAD,14365,NGN,Grants and Gifts,1105,13
1930264,2024-02-07,5c25-4b8c-908,10,CAD,11050,NGN,Goods and Services,1105,10
1930266,2024-02-07,aa7e-4f7a-b17,10,CAD,11050,NGN,Interest,1105,10
1930267,2024-02-07,9831-445c-b82,898000,NGN,792,CAD,Other Personal Services,0.000881834,792
1930268,2024-02-07,6820-4eed-a3b,598225,NGN,528,CAD,Other Personal Services,0.000881834,528
1930270,2024-02-07,368b-4f8d-ba2,60,CAD,66300,NGN,Other Personal Services,1105,60
1930271,2024-02-07,6cc0-43af-a40,398000,NGN,351,CAD,Other Personal Services,0.000881834,351
1930273,2024-02-07,fbe3-4974-9c0,272,CAD,300560,NGN,Goods and Services,1105,272
1930276,2024-02-07,b5a3-43e6-8f1,11,CAD,12155,NGN,Goods and Services,1105,11
1930278,2024-02-07,8357-4513-9b7,4230000,NGN,3730,CAD,Goods and Services,0.000881834,3730
1930279,2024-02-07,0ab6-4a99-96f,40,CAD,44200,NGN,Passenger Fare,1105,40
1930280,2024-02-07,ef00-4a6d-aea,200,CAD,221000,NGN,Goods and Services,1105,200
1930288,2024-02-07,00b4-433e-94f,309,CAD,341445,NGN,Health Services,1105,309
1930291,2024-02-07,d7d3-48a0-ad7,102,CAD,112710,NGN,Other Personal Services,1105,102
1930293,2024-02-07,3c1e-4ca2-999,10,CAD,11050,NGN,Other Personal Services,1105,10
1930298,2024-02-07,c1eb-4d9e-b09,95,CAD,104975,NGN,Health-Related,1105,95
1930299,2024-02-07,043c-4232-ad8,1005000,NGN,886,CAD,Other Personal Services,0.000881834,886
1930300,2024-02-07,5eef-44d5-940,27,CAD,30001,NGN,Goods and Services,1105,27
1930301,2024-02-07,0d9a-4c5e-a34,10,CAD,11050,NGN,Grants and Gifts,1105,10
1930302,2024-02-07,47a7-41fc-b96,80,CAD,88400,NGN,Deposits with/from Financial Institutions Abroad,1105,80
1930304,2024-02-07,95e8-4f7f-a6c,45,CAD,49725,NGN,Goods and Services,1105,45
1930305,2024-02-07,f011-41f6-b85,200,CAD,221000,NGN,School-Related,1105,200
1930306,2024-02-07,c288-47f8-914,13,CAD,14365,NGN,School-Related,1105,13
1930308,2024-02-07,fb07-461c-bce,1800,CAD,1989000,NGN,Other Personal Services,1105,1800
1930310,2024-02-07,c0eb-4f22-942,20,CAD,22100,NGN,Goods and Services,1105,20
1930311,2024-02-07,b527-479e-8f7,11,CAD,12155,NGN,School-Related,1105,11
1930312,2024-02-07,c672-49e4-9a5,50,CAD,55250,NGN,School-Related,1105,50
1930313,2024-02-07,9b77-4403-993,56,CAD,61880,NGN,Goods and Services,1105,56
1930314,2024-02-07,49e8-4668-a80,100,CAD,110500,NGN,Grants and Gifts,1105,100
1930318,2024-02-07,2598-4c11-a61,28,CAD,30940,NGN,Other Personal Services,1105,28
1930321,2024-02-07,7e4e-4a65-b10,20,CAD,22100,NGN,Other Personal Services,1105,20
1930322,2024-02-07,0916-484e-b02,10,CAD,11050,NGN,Other Personal Services,1105,10
1930323,2024-02-07,5db6-47d6-9d7,14,CAD,15470,NGN,School-Related,1105,14
1930325,2024-02-07,00b4-433e-94f,66,CAD,72930,NGN,Health-Related,1105,66
1930329,2024-02-07,5f31-43e1-8a1,1135000,NGN,1001,CAD,School-Related,0.000881834,1001
1930330,2024-02-07,5eef-44d5-940,174,CAD,192072,NGN,Goods and Services,1105,174
1930331,2024-02-07,35a6-4d2f-844,3998000,NGN,3526,CAD,Other Personal Services,0.000881834,3526
1930332,2024-02-07,363f-401b-914,25,CAD,27625,NGN,Other Personal Services,1105,25
1930335,2024-02-07,f8d9-407d-94e,50,CAD,55250,NGN,School-Related,1105,50
1930336,2024-02-07,7cdc-44ea-92d,2840,CAD,3138200,NGN,Other Personal Services,1105,2840
1930340,2024-02-07,6318-4c63-8f2,498,CAD,550290,NGN,Goods and Services by Travellers,1105,498
1930342,2024-02-07,812c-402b-afe,930,CAD,1027650,NGN,Other Personal Services,1105,930
1930343,2024-02-07,5893-4716-a64,4990000,NGN,4400,CAD,School-Related,0.000881834,4400
1930344,2024-02-07,1c78-4a55-86c,50,CAD,55250,NGN,School-Related,1105,50
1930346,2024-02-07,d7fc-4ea1-bff,14,CAD,15470,NGN,Goods and Services,1105,14
1930349,2024-02-07,b21d-4fa7-aeb,1200,CAD,1326000,NGN,Other Personal Services,1105,1200
1930350,2024-02-07,7907-456d-998,100,CAD,110500,NGN,Other Personal Services,1105,100
1930353,2024-02-07,231a-4aca-8db,19,CAD,20995,NGN,Trade-Related Services,1105,19
1930354,2024-02-07,e1bd-4f27-879,64,CAD,70720,NGN,Grants and Gifts,1105,64
1930355,2024-02-07,3380-40cc-817,10,CAD,11050,NGN,Health-Related,1105,10
1930356,2024-02-07,474a-4337-a74,2781000,NGN,2452,CAD,School-Related,0.000881834,2452
1930357,2024-02-07,bfa2-4009-815,80,CAD,88400,NGN,Other Personal Services,1105,80
1930364,2024-02-07,61f1-4883-be7,362,CAD,400010,NGN,Goods and Services,1105,362
1930366,2024-02-07,f826-4b35-916,10,CAD,11050,NGN,Passenger Fare,1105,10
1930367,2024-02-07,bf27-4ab5-a7c,900,CAD,900,CAD,Debit Account,1,900
1930368,2024-02-07,9652-40d2-b35,390000,NGN,344,CAD,School-Related,0.000881834,344
1930369,2024-02-07,2016-4b69-b83,120,CAD,132600,NGN,Other Personal Services,1105,120
1930370,2024-02-07,6a0f-466c-bae,20,CAD,22100,NGN,Grants and Gifts,1105,20
1930371,2024-02-07,921b-47c9-8a9,998166,NGN,880,CAD,Other Personal Services,0.000881834,880
1930372,2024-02-07,9085-4b1e-884,125,CAD,138125,NGN,School-Related,1105,125
1930373,2024-02-07,8fce-4f9e-be1,18,CAD,20001,NGN,Grants and Gifts,1105,18
1930375,2024-02-07,0552-47c6-902,46000,NGN,41,CAD,School-Related,0.000881834,41
1930379,2024-02-07,a24e-4d40-bc6,23,CAD,25415,NGN,Goods and Services,1105,23
1930381,2024-02-07,feb7-4057-a36,1000,CAD,1120000,NGN,Other Personal Services,1120,1014
1930382,2024-02-07,a91d-4de9-8e2,272,CAD,304640,NGN,School-Related,1120,276
1930385,2024-02-07,d89f-4f07-8b0,150,CAD,168000,NGN,School-Related,1120,152
1930387,2024-02-07,bd72-4ee6-918,250,CAD,278750,NGN,Grants and Gifts,1115,252
1930389,2024-02-07,8ed9-4171-95f,36,CAD,40140,NGN,Other Personal Services,1115,36
1930394,2024-02-07,31a5-43c3-93d,40,CAD,44640,NGN,Other Personal Services,1116,40
1930395,2024-02-07,e083-42a4-bd3,18,CAD,20088,NGN,Interest,1116,18
1930396,2024-02-07,d7e2-426a-b4d,280,CAD,312480,NGN,Other Personal Services,1116,283
1930399,2024-02-07,9676-4c74-bdb,36,CAD,40176,NGN,Other Personal Services,1116,36
1930400,2024-02-07,f826-4b35-916,15,CAD,16740,NGN,Passenger Fare,1116,15
1930401,2024-02-07,cab8-45d8-991,49000,NGN,43,CAD,School-Related,0.000873362,43
1930402,2024-02-07,648b-4f9f-bce,100,CAD,111600,NGN,Other Personal Services,1116,101
1930403,2024-02-07,19c0-4ced-974,90,CAD,100440,NGN,Interest,1116,91
1930405,2024-02-07,78eb-4442-a04,20,CAD,22320,NGN,Grants and Gifts,1116,20
1930406,2024-02-07,b7b2-43f7-860,3245000,NGN,2834,CAD,School-Related,0.000873362,2834
1930407,2024-02-07,e3a6-4e5e-978,2272825,NGN,1985,CAD,Education-Related,0.000873362,1985
1930409,2024-02-07,ef42-4840-aac,46,CAD,51336,NGN,Goods and Services,1116,46
1930412,2024-02-07,c288-47f8-914,101,CAD,112716,NGN,Other Personal Services,1116,102
1930414,2024-02-07,dbb5-4d58-b16,4000,NGN,4000,NGN,Debit Account,1,4
1930417,2024-02-07,944d-4b66-94b,45,CAD,50220,NGN,Goods and Services,1116,45
1930418,2024-02-07,4c68-43de-b0e,25,CAD,27900,NGN,Grants and Gifts,1116,25
1930419,2024-02-07,bd5b-4a29-928,305,CAD,340380,NGN,Grants and Gifts,1116,308
1930422,2024-02-07,17b3-4744-971,4873300,NGN,4256,CAD,School-Related,0.000873362,4256
1930429,2024-02-07,4669-4ad3-a31,100,CAD,111600,NGN,Health-Related,1116,100
1930431,2024-02-07,6b80-4ff0-aa7,50,CAD,55800,NGN,School-Related,1116,50
1930436,2024-02-07,ad8f-4657-be5,180,CAD,200880,NGN,Other Personal Services,1116,180
1930437,2024-02-07,e570-4bcc-bd3,400,CAD,446400,NGN,Maintenance and Repair Services n.i.e.,1116,400
1930439,2024-02-07,4bec-4679-a8b,100,CAD,111600,NGN,Wages and Salaries in Cash,1116,100
1930440,2024-02-07,b7b2-43f7-860,1195000,NGN,1044,CAD,School-Related,0.000873362,1044
1930443,2024-02-07,58a6-4240-950,10,CAD,11160,NGN,Other Personal Services,1116,10
1930444,2024-02-07,bd5b-4a29-928,63,CAD,70308,NGN,Grants and Gifts,1116,63
1930445,2024-02-07,9df6-4308-af0,1569,CAD,1751004,NGN,Other Personal Services,1116,1569
1930448,2024-02-07,2339-4d8b-a92,10,CAD,11160,NGN,Interest,1116,10
1930449,2024-02-07,b65c-4fad-b80,48,CAD,53701,NGN,Manufactured Goods,1116,48
1930451,2024-02-07,2b22-433d-aaf,268,CAD,299088,NGN,Deposits with/from Financial Institutions Abroad,1116,268
1930452,2024-02-07,16c9-4dea-b52,2689,CAD,3000924,NGN,Investment Income,1116,2689
1930456,2024-02-07,1028-426b-9a3,20,CAD,22320,NGN,Goods and Services,1116,20
1930458,2024-02-07,819a-4f9c-9b1,100,CAD,111600,NGN,Goods and Services,1116,100
1930459,2024-02-07,305a-46f6-b40,100,CAD,111600,NGN,Other Personal Services,1116,100
1930461,2024-02-07,1e8f-47ea-9e5,30,CAD,33480,NGN,Health-Related,1116,30
1930462,2024-02-07,07c1-40be-9c2,101,CAD,112716,NGN,Deposits with/from Financial Institutions Abroad,1116,101
1930464,2024-02-07,e6c6-4bf5-baa,14,CAD,15624,NGN,Health-Related,1116,14
1930466,2024-02-07,2cf3-440c-bb9,500,CAD,558000,NGN,Health-Related,1116,500
1930467,2024-02-07,e783-4e58-8ad,46,CAD,51336,NGN,Other Personal Services,1116,46
1930468,2024-02-07,7bb1-4aa1-a5d,568000,NGN,496,CAD,Other Personal Services,0.000873362,496
1930470,2024-02-07,b402-433f-a20,50,CAD,55800,NGN,Health-Related,1116,50
1930471,2024-02-07,5e9e-4f39-ae7,250,CAD,279000,NGN,Other Personal Services,1116,250
1930472,2024-02-07,1e8f-47ea-9e5,90,CAD,100440,NGN,Grants and Gifts,1116,90
1930473,2024-02-07,e35e-4b79-9bf,1345,CAD,1501020,NGN,Financial Lease,1116,1345
1930474,2024-02-07,0491-4dc9-aca,100,CAD,111600,NGN,Other Personal Services,1116,100
1930476,2024-02-07,5daa-441d-be3,100,CAD,111600,NGN,Grants and Gifts,1116,100
1930479,2024-02-07,97a1-47f4-b89,100,CAD,111600,NGN,Health-Related,1116,100
1930480,2024-02-07,0e78-445e-bc1,36,CAD,40176,NGN,School-Related,1116,36
1930481,2024-02-07,5cec-420c-ae6,500,CAD,558000,NGN,Goods and Services,1116,500
1930487,2024-02-07,1fbb-4e1e-953,36,CAD,40176,NGN,Grants and Gifts,1116,36
1930489,2024-02-07,efd3-4c01-acb,1030000,NGN,900,CAD,Grants and Gifts,0.000873362,900
1930490,2024-02-07,571f-4033-9a4,30000,NGN,26,CAD,School-Related,0.000873362,26
1930491,2024-02-07,014e-4257-9ab,126,CAD,140616,NGN,Grants and Gifts,1116,126
1930492,2024-02-07,ae8e-4b3e-b0e,50,CAD,55800,NGN,School-Related,1116,50
1930493,2024-02-07,1085-45e7-80e,10,CAD,11160,NGN,Grants and Gifts,1116,10
1930494,2024-02-07,c363-445f-8aa,2998855,NGN,2619,CAD,School-Related,0.000873362,2619
1930495,2024-02-07,172c-4458-a11,95,CAD,106020,NGN,Grants and Gifts,1116,95
1930496,2024-02-07,86f5-483c-96c,100,CAD,111600,NGN,Other Personal Services,1116,100
1930498,2024-02-07,86f5-483c-96c,900,CAD,1004400,NGN,Other Personal Services,1116,900
1930499,2024-02-07,cd88-4be2-8cb,32,CAD,35712,NGN,Goods and Services,1116,32
1930501,2024-02-07,84dd-4a6c-85e,200,CAD,223200,NGN,Grants and Gifts,1116,200
1930505,2024-02-07,cd88-4be2-8cb,30,CAD,33480,NGN,Other Personal Services,1116,30
1930506,2024-02-07,72ce-4d73-b3f,20,CAD,22320,NGN,Grants and Gifts,1116,20
1930511,2024-02-07,095e-45b5-ac8,171800,NGN,150,CAD,Other Personal Services,0.000873362,150
1930513,2024-02-07,397e-4389-850,100,CAD,111600,NGN,Grants and Gifts,1116,100
1930518,2024-02-07,af3d-4153-a4c,10,CAD,11160,NGN,School-Related,1116,10
1930519,2024-02-07,c08e-434f-a80,4880000,NGN,4262,CAD,Grants and Gifts,0.000873362,4262
1930521,2024-02-07,397e-4389-850,95,CAD,106020,NGN,Grants and Gifts,1116,95
1930522,2024-02-07,2512-4123-a69,10,CAD,11160,NGN,Grants and Gifts,1116,10
1930523,2024-02-07,9584-4143-b4d,90,CAD,100440,NGN,Other Personal Services,1116,90
1930524,2024-02-07,031a-49f0-b08,39,CAD,43524,NGN,School-Related,1116,39
1930525,2024-02-07,2d61-4906-867,22,CAD,24552,NGN,Health-Related,1116,22
1930526,2024-02-07,f92f-4fdc-a0c,100,CAD,111600,NGN,Other Personal Services,1116,100
1930527,2024-02-07,e3d8-46a1-923,18,CAD,20088,NGN,Term Loans (Short-Term),1116,18
1930529,2024-02-07,99db-426b-be3,43,CAD,47988,NGN,Grants and Gifts,1116,43
1930534,2024-02-07,1d01-4db1-a03,100,CAD,111600,NGN,Other Personal Services,1116,100
1930536,2024-02-07,3052-4d4f-b6a,150,CAD,167400,NGN,Health-Related,1116,150
1930537,2024-02-07,5199-40ea-806,90,CAD,100440,NGN,School-Related,1116,90
1930538,2024-02-07,1fcd-489e-b82,10,CAD,11160,NGN,Grants and Gifts,1116,10
1930539,2024-02-07,9faf-405d-a40,18,CAD,20088,NGN,Health-Related,1116,18
1930544,2024-02-07,334b-4740-9ba,300,CAD,334800,NGN,Grants and Gifts,1116,300
1930545,2024-02-07,d20c-40e9-869,499900,NGN,437,CAD,Other Personal Services,0.000873362,437
1930547,2024-02-07,626b-4e5f-b29,10,CAD,11160,NGN,Goods and Services,1116,10
1930550,2024-02-07,014e-4257-9ab,25,CAD,27900,NGN,School-Related,1116,25
1930551,2024-02-07,e405-4a62-a54,50,CAD,55800,NGN,Other Personal Services,1116,50
1930554,2024-02-07,4825-4a09-838,45,CAD,50220,NGN,Other Personal Services,1116,45
1930555,2024-02-07,1f5d-4505-b29,150,CAD,167400,NGN,Health-Related,1116,150
1930556,2024-02-07,dc70-4b45-876,799,CAD,891684,NGN,School-Related,1116,799
1930558,2024-02-07,b5ac-41df-aaa,2000,CAD,2232000,NGN,Other Personal Services,1116,2000
1930559,2024-02-07,d20c-40e9-869,68000,NGN,59,CAD,Other Personal Services,0.000873362,59
1930561,2024-02-07,6dd7-4aed-96b,187,CAD,208692,NGN,Other Personal Services,1116,187
1930562,2024-02-07,8617-4d02-894,49,CAD,54684,NGN,Other Personal Services,1116,49
1930563,2024-02-07,626b-4e5f-b29,10,CAD,11160,NGN,Goods and Services,1116,10
1930567,2024-02-07,238b-46b2-b0f,1000,CAD,1116000,NGN,Investment Income,1116,1000
1930568,2024-02-07,b3a0-4688-aac,300,CAD,334800,NGN,Goods and Services,1116,300
1930570,2024-02-07,bf27-4ab5-a7c,5000000,NGN,5000000,NGN,Debit Account,1,4480
1930573,2024-02-07,9333-415c-b70,179,CAD,200010,NGN,Grants and Gifts,1116,179
1930575,2024-02-07,c559-4ab9-9f7,200,CAD,223200,NGN,School-Related,1116,200
1930576,2024-02-07,90f6-4438-935,2000,CAD,2232000,NGN,School-Related,1116,2000
1930577,2024-02-07,cc23-48fd-92d,50,CAD,55800,NGN,Goods and Services,1116,50
1930578,2024-02-07,4825-4a09-838,36,CAD,40176,NGN,Health-Related,1116,36
1930580,2024-02-07,262b-4862-9cd,538,CAD,600007,NGN,Maintenance and Repair Services n.i.e.,1116,538
1930582,2024-02-07,34c9-4944-9ac,20,CAD,22320,NGN,Grants and Gifts,1116,20
1930584,2024-02-07,d15a-44fc-864,23100,NGN,20,CAD,Other Personal Services,0.000873362,20
1930585,2024-02-07,01a2-4cf7-a97,20,CAD,22320,NGN,Wages and Salaries in Cash,1116,20
1930586,2024-02-07,96cb-4366-9c9,162,CAD,180792,NGN,Health-Related,1116,162
1930587,2024-02-07,b40e-4d66-8b7,230,CAD,256680,NGN,Goods and Services,1116,230
1930592,2024-02-07,bcaa-4cd3-a2a,100,CAD,111600,NGN,Goods and Services,1116,100
1930595,2024-02-07,96cb-4366-9c9,18,CAD,20088,NGN,Goods and Services,1116,18
1930596,2024-02-07,d165-47c7-9e3,10,CAD,11160,NGN,School-Related,1116,10
1930598,2024-02-07,5098-4a17-a7b,3000,CAD,3348000,NGN,Other Personal Services,1116,3000
1930599,2024-02-07,b5cc-4f9a-9bc,13,CAD,14508,NGN,Grants and Gifts,1116,13
1930601,2024-02-07,e5c4-4930-a6d,90,CAD,100440,NGN,Goods and Services by Short Term Workers,1116,90
1930602,2024-02-07,e2f9-4e00-87a,48,CAD,53568,NGN,Goods and Services,1116,48
1930604,2024-02-07,df3e-4c79-805,100,CAD,111600,NGN,Other Personal Services,1116,100
1930605,2024-02-07,e0ae-4f5f-8d0,16,CAD,17856,NGN,Grants and Gifts,1116,16
1930606,2024-02-07,d638-4159-8bc,701,CAD,782316,NGN,Trade-Related Services,1116,701
1930607,2024-02-07,75d7-4c86-8a1,1010000,NGN,882,CAD,Goods and Services,0.000873362,882
1930608,2024-02-07,e9aa-4fe5-a5d,999000,NGN,872,CAD,Health-Related,0.000873362,872
1930609,2024-02-07,07fb-4f96-a5c,125,CAD,139500,NGN,Health-Related,1116,125
1930610,2024-02-07,cc05-42c4-a24,275000,NGN,240,CAD,Grants and Gifts,0.000873362,240
1930611,2024-02-07,77f4-4bcb-82f,45,CAD,50220,NGN,School-Related,1116,45
1930612,2024-02-07,b718-471a-b92,18,CAD,20088,NGN,Other Personal Services,1116,18
1930616,2024-02-07,d177-4596-8b3,10,CAD,11160,NGN,Health-Related,1116,10
1930619,2024-02-07,8007-408c-a49,305000,NGN,266,CAD,Health-Related,0.000873362,266
1930624,2024-02-07,ca8f-429f-b7c,3998175,NGN,3492,CAD,Other Personal Services,0.000873362,3492
1930625,2024-02-07,4fc4-4ef1-a3d,190,CAD,212040,NGN,Other Personal Services,1116,190
1930628,2024-02-07,4825-4a09-838,36,CAD,40176,NGN,Health-Related,1116,36
1930629,2024-02-07,86f5-483c-96c,200,CAD,223200,NGN,Other Personal Services,1116,200
1930630,2024-02-07,8deb-41db-83a,90,CAD,100440,NGN,Grants and Gifts,1116,90
1930631,2024-02-07,f089-4a88-ba3,99000,NGN,87,CAD,School-Related,0.000874891,87
1930632,2024-02-07,110e-4992-bdb,40,CAD,44640,NGN,School-Related,1116,40
1930635,2024-02-07,b0fd-42fd-97c,37000,NGN,32,CAD,Goods and Services,0.000873362,32
1930637,2024-02-07,601b-4c7d-b27,50,CAD,55800,NGN,Goods and Services,1116,50
1930638,2024-02-07,ddf8-4ac5-aca,30,CAD,33480,NGN,Goods and Services,1116,30
1930639,2024-02-07,5c27-41a8-ac6,180,CAD,200880,NGN,Other Personal Services,1116,180
1930640,2024-02-07,706e-4403-886,100,CAD,111600,NGN,Other Personal Services,1116,100
1930642,2024-02-07,81ce-4e1f-be2,100,CAD,111600,NGN,Other Personal Services,1116,100
1930644,2024-02-07,01d1-4029-89f,20,CAD,22320,NGN,Other Personal Services,1116,20
1930645,2024-02-07,d460-4121-b74,18,CAD,20088,NGN,School-Related,1116,18
1930647,2024-02-07,41e4-400c-b63,450,CAD,502200,NGN,Other Personal Services,1116,450
1930648,2024-02-07,acc8-49d1-86c,90,CAD,100440,NGN,Grants and Gifts,1116,90
1930649,2024-02-07,927f-459d-b14,500,CAD,558000,NGN,Goods and Services,1116,500
1930650,2024-02-07,9471-4028-83e,2498000,NGN,2182,CAD,Other Personal Services,0.000873362,2182
1930653,2024-02-07,2c18-4c94-a83,27,CAD,30132,NGN,Grants and Gifts,1116,27
1930654,2024-02-07,14d1-40fc-8bd,1882,CAD,2100312,NGN,Passenger Fare,1116,1882
1930655,2024-02-07,5ced-4266-a7c,213,CAD,237708,NGN,Other Personal Services,1116,213
1930660,2024-02-07,469b-463d-bac,345000,NGN,301,CAD,School-Related,0.000873362,301
1930661,2024-02-07,ecff-4d51-a9a,30,CAD,33480,NGN,Goods and Services,1116,30
1930663,2024-02-07,21f9-4e8e-86d,350,CAD,390600,NGN,School-Related,1116,350
1930665,2024-02-07,9be4-481b-831,2565000,NGN,2240,CAD,Education-Related,0.000873362,2240
1930667,2024-02-07,d18c-4fca-80a,50,CAD,55800,NGN,Other Personal Services,1116,50
1930668,2024-02-07,1291-475e-ad2,27,CAD,30132,NGN,Other Personal Services,1116,27
1930670,2024-02-07,13d4-4ac9-bb8,300,CAD,334800,NGN,Goods and Services,1116,300
1930671,2024-02-07,a51f-4e08-82c,30,CAD,33480,NGN,Other Personal Services,1116,30
1930672,2024-02-07,a11b-40f3-b49,197,CAD,220221,NGN,Grants and Gifts,1116,197
1930673,2024-02-07,574e-41a0-9b5,150,CAD,167400,NGN,Other Personal Services,1116,150
1930674,2024-02-07,c923-4cf8-87d,50,CAD,55800,NGN,Other Personal Services,1116,50
1930675,2024-02-07,b691-4386-8b1,63,CAD,70002,NGN,Education Services,1116,63
1930676,2024-02-07,4ca4-49a0-b48,35,CAD,39060,NGN,Health-Related,1116,35
1930677,2024-02-07,a11b-40f3-b49,253,CAD,282003,NGN,Grants and Gifts,1116,253
1930679,2024-02-07,574e-41a0-9b5,45,CAD,50042,NGN,Other Personal Services,1116,45
1930680,2024-02-07,1dd9-40f4-a22,250,CAD,279000,NGN,Grants and Gifts,1116,250
1930681,2024-02-07,f05b-4082-8b1,30000,NGN,30000,NGN,Debit Account,1,27
1930682,2024-02-07,5ab0-4ff6-9d5,100,CAD,111600,NGN,Health-Related,1116,100
1930683,2024-02-07,65a1-4b39-a62,500,CAD,558000,NGN,Grants and Gifts,1116,500
1930685,2024-02-07,6899-4350-ade,48000,NGN,42,CAD,School-Related,0.000873362,42
1930687,2024-02-07,e23e-48bd-b1c,50,CAD,55800,NGN,Other Personal Services,1116,50
1930688,2024-02-07,3e6d-4f84-94b,2000,CAD,2232000,NGN,Goods and Services,1116,2000
1930692,2024-02-07,f21a-4910-b99,400,CAD,446400,NGN,Grants and Gifts,1116,400
1930693,2024-02-07,5372-41fa-869,999300,NGN,999300,NGN,Debit Account,1,895
1930695,2024-02-07,52fa-43e9-962,100,CAD,111600,NGN,Goods and Services,1116,100
1930696,2024-02-07,4c68-43de-b0e,10,CAD,11160,NGN,Other Personal Services,1116,10
1930704,2024-02-07,44ea-458f-a28,90,CAD,100440,NGN,Health-Related,1116,90
1930705,2024-02-07,a4c1-4941-bb9,100,CAD,111600,NGN,Other Personal Services,1116,100
1930706,2024-02-07,743c-4bb0-912,180,CAD,200880,NGN,Goods and Services,1116,180
1930707,2024-02-07,ca0c-43ae-8be,400,CAD,446400,NGN,Health-Related,1116,400
1930708,2024-02-07,9f02-4b39-8e5,1160000,NGN,1013,CAD,Other Personal Services,0.000873362,1013
1930709,2024-02-07,c2d0-4ae9-9dc,10,CAD,11160,NGN,Grants and Gifts,1116,10
1930710,2024-02-07,a51f-4e08-82c,15,CAD,16740,NGN,Goods and Services,1116,15
1930711,2024-02-07,b169-4f76-b5e,100,CAD,111600,NGN,Grants and Gifts,1116,100
1930712,2024-02-07,fc1c-4ee6-a90,10,CAD,1200,KES,School-Related,120,10
1930716,2024-02-07,78c6-466b-93a,160,CAD,178560,NGN,School-Related,1116,160
1930717,2024-02-07,decb-4980-93b,318,CAD,354888,NGN,Other Personal Services,1116,318
1930721,2024-02-07,0955-429e-b6c,150,CAD,167400,NGN,Other Personal Services,1116,150
1930723,2024-02-07,0aa2-420c-a7c,150,CAD,167400,NGN,Other Personal Services,1116,150
1930724,2024-02-07,7d12-46ac-9c8,500,CAD,558000,NGN,Grants and Gifts,1116,500
1930727,2024-02-07,4034-42d3-bf7,50,CAD,55800,NGN,Passenger Fare,1116,50
1930728,2024-02-07,240c-487c-b1c,48000,NGN,42,CAD,Maintenance and Repair Services n.i.e.,0.000873362,42
1930731,2024-02-07,8ca0-45f2-b54,365,CAD,407340,NGN,School-Related,1116,365
1930736,2024-02-07,da11-4ae1-866,270,CAD,301320,NGN,School-Related,1116,270
1930737,2024-02-07,8a6a-4e83-9e0,74,CAD,82584,NGN,Grants and Gifts,1116,74
1930739,2024-02-07,5470-4be6-807,19,CAD,21204,NGN,Health-Related,1116,19
1930741,2024-02-07,86ae-4e98-aa4,108,CAD,120528,NGN,Education-Related,1116,108
1930743,2024-02-07,1e02-4c5a-80c,291,CAD,324756,NGN,Goods and Services,1116,291
1930745,2024-02-07,e3b3-4366-b2a,10,CAD,11160,NGN,Goods and Services,1116,10
1930748,2024-02-07,4101-4b70-841,81,CAD,90396,NGN,Goods and Services,1116,81
1930749,2024-02-07,fba2-4fe0-b11,200,CAD,223200,NGN,Other Personal Services,1116,200
1930751,2024-02-07,5359-40eb-995,400,CAD,446400,NGN,Goods for Processing/Manufacturing Services,1116,400
1930752,2024-02-07,f521-41cd-867,85,CAD,94860,NGN,Health-Related,1116,85
1930754,2024-02-07,b0a1-4971-896,135,CAD,150660,NGN,Grants and Gifts,1116,135
1930756,2024-02-07,82ed-4786-b3a,500,CAD,558000,NGN,Grants and Gifts,1116,500
1930758,2024-02-07,f70e-44db-909,100,CAD,111600,NGN,"Architectural, Engineering and Other Technical Services",1116,100
1930759,2024-02-07,8a39-4666-9f4,45,CAD,50220,NGN,Goods and Services,1116,45
1930760,2024-02-07,b916-4fa5-9f5,127,CAD,141732,NGN,School-Related,1116,127
1930761,2024-02-07,498b-49f4-857,449,CAD,501084,NGN,Grants and Gifts,1116,449
1930762,2024-02-07,e2f9-4e00-87a,90,CAD,100440,NGN,Grants and Gifts,1116,90
1930765,2024-02-07,4f43-41ad-8db,80,CAD,89280,NGN,Other Personal Services,1116,80
1930767,2024-02-07,09a2-449b-942,4998000,NGN,4365,CAD,Wages and Salaries in Cash,0.000873362,4365
1930772,2024-02-07,0ac7-4eba-b8b,100,CAD,111600,NGN,Other Personal Services,1116,100
1930774,2024-02-07,0001-4b79-bb3,4998800,NGN,4366,CAD,School-Related,0.000873362,4366
1930780,2024-02-07,fcc8-41e2-a15,1000,CAD,1116000,NGN,School-Related,1116,1000
1930781,2024-02-07,d3e2-424c-908,124,CAD,138384,NGN,Health-Related,1116,124
